sn_name,sample_name,source_file,status,fit_message,max_status,max_fit_message,ebv2_status,ebv2_fit_message,z,sample_redshift,sample_rasn,sample_decsn,sample_sntype,sample_redshift_source,max_Tmax,max_e_Tmax,max_sBV,max_e_sBV,max_st,max_e_st,ebv2_Tmax,ebv2_e_Tmax,ebv2_sBV,ebv2_e_sBV,ebv2_st,ebv2_e_st,ebv2_EBVhost,ebv2_e_EBVhost,B_Tmax,B_e_Tmax,g_Tmax,g_e_Tmax,r_Tmax,r_e_Tmax,B_Mmax,B_e_Mmax,g_Mmax,g_e_Mmax,r_Mmax,r_e_Mmax,B_Mcorr,B_kcor,g_Mcorr,g_kcor,r_Mcorr,r_kcor,EBVgal,max_rchisq,ebv2_rchisq,bands_available,max_bands_used,max_fit_attempts,ebv2_bands_used,ebv2_fit_attempts,k_version,stype,max_plot_file,ebv2_plot_file,max_fit_file,ebv2_fit_file,B_source,g_source,r_source,failure_group
CSS121006:232854+085452,CSS121006:232854+085452,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/CSS121006_232854+085452_raw.txt,failed,"Improper input: func input vector length N=3 must not exceed func output vector length M=2 | Error:  to solve for EBVhost, you need to fit more than one filter",failed,Improper input: func input vector length N=3 must not exceed func output vector length M=2,failed,"Error:  to solve for EBVhost, you need to fit more than one filter",0.075645,0.075645,23:28:54.48,+08:54:51.60,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,WHIRCH,,WHIRCH,,WHIRCH,H3,st,,,,,,,,too sparse / insufficient filters
LSQ12cfx,LSQ12cfx,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12cfx_raw.txt,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.037941,0.037941,13:59:40.96,-25:22:50.98,Ia-91T,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"B,H,J,V,Y,g,i,r",,"B,H,J,V,Y,g,i,r | B,V,g,i,r",,"B,H,J,V,Y,g,i,r | B,V,g,i,r",H3,st,,,,,,,,too sparse / no useful data in required bands
LSQ12fmx,LSQ12fmx,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12fmx_raw.txt,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | Axis limits cannot be NaN or Inf,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,Axis limits cannot be NaN or Inf,0.067314,0.067314,03:12:52.18,-00:12:12.80,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,,too sparse / no useful data in required bands
LSQ12hnx,LSQ12hnx,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12hnx_raw.txt,partial,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.156433,0.156433,02:35:17.81,-30:57:49.48,Ia,corez_zobs,56283.98119932804,0.9847633087676188,,,0.953121253960634,0.1306678298626804,0.0,0.0,,,,,,0.0,56283.984375,,,,56285.38671875,,19.987403869628903,0.0500551685690879,,,20.13997459411621,0.0290882233530282,20.38713248758707,-0.3997286179581641,,,20.183609336337252,-0.0436347422210402,0.0,,,"B,J,V,Y,i,r","B,J,V,Y,i,r","B,J,V,Y,i,r",,"B,J,V,Y,i,r | B,V,Y,i,r",H3,st,,,/private/tmp/snpy_fits_filtercheck/LSQ12hnx_maxmodel.snpy,,V,,i,too sparse / no useful data in required bands
LSQ13cmt,LSQ13cmt,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ13cmt_raw.txt,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.056896,0.056896,01:02:41.95,-21:52:23.40,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,,too sparse / no useful data in required bands
OGLE16euo,OGLE16euo,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/OGLE16euo_raw.txt,partial,"Error:  to solve for EBVhost, you need to fit more than one filter",ok,,failed,"Error:  to solve for EBVhost, you need to fit more than one filter",0.07,0.058602,02:50:19.15,-75:23:29.40,Ia,corez_zobs,57698.71615631191,0.4039124222862263,,,0.9074432195294266,0.0282075380855524,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,Is,Is,Is,,Is,H3,st,,,/private/tmp/snpy_fits_filtercheck/OGLE16euo_maxmodel.snpy,,,,,too sparse / insufficient filters
PS1-13eao,PS1-13eao,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/PS1-13eao_raw.txt,failed,All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter i are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter i are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.037753,0.037067,03:29:56.35,-28:46:17.70,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"Jrc2,i,H,r,V,Y,B",,"Jrc2,i,H,r,V,Y,B | i,H,r,V,Y,B | i,r,V,B",,"Jrc2,i,H,r,V,Y,B | i,H,r,V,Y,B | i,r,V,B",H3,st,,,,,,,,too sparse / no useful data in required bands
PS15mt,PS15mt,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/PS15mt_raw.txt,failed,All weights for filter ps1_g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ps1_g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ps1_g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ps1_g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.071122,0.071122,09:54:44.17,+23:11:53.10,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ps1_g,ps1_i,ps1_r,ps1_z",,"ps1_g,ps1_i,ps1_r,ps1_z",,"ps1_g,ps1_i,ps1_r,ps1_z",H3,st,,,,,,,,too sparse / no useful data in required bands
PTF11qmo,PTF11qmo,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/PTF11qmo_raw.txt,failed,All weights for filter WHIRCJ are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | Error:  Covariance Matrix is singular.  Either two or more parameters are degenerate or the model has become insensitive to one or more parameters.,failed,All weights for filter WHIRCJ are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,Error:  Covariance Matrix is singular.  Either two or more parameters are degenerate or the model has become insensitive to one or more parameters.,0.055339,0.055339,10:06:49.76,-07:41:12.30,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,,too sparse / no useful data in required bands
PTF14aje,,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/PTF14aje_raw.txt,partial,Error:  Covariance Matrix is singular.  Either two or more parameters are degenerate or the model has become insensitive to one or more parameters.,failed,Error:  Covariance Matrix is singular.  Either two or more parameters are degenerate or the model has become insensitive to one or more parameters.,ok,,0.027671,,,,,,0.0,0.0,,,,,56758.93624372868,0.1058057211922195,0.6496590897846495,0.043326327546922,0.6425304190357866,0.008547849487852,0.8115676543393712,0.0164001913059896,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,H,r,u,V,Y,Jrc2",,"B,g,i,H,r,u,V,Y,Jrc2 | B,g,i,H,r,u,V,Y | B,g,i,r,u,V","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2",H3,st,,,,/private/tmp/snpy_fits_filtercheck/PTF14aje_ebvmodel2.snpy,,,,"partial: max_model failed, EBV_model2 ok"
SN2005dm,SN2005dm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005dm_raw.txt,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.016838,0.016847,02:18:39.250,-06:54:10.80,Ia-91bg,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"B,Is,Rs,V",,"B,Is,Rs,V",,"B,Is,Rs,V",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2005gj,SN2005gj,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005gj_raw.txt,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.0616,0.061661,03:01:11.950,-00:33:13.90,Ia-CSM,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,H,K,J,r,u,V,Y,Ydw",,"B,g,i,H,K,J,r,u,V,Y,Ydw | B,g,i,r,u,V",,"B,g,i,H,K,J,r,u,V,Y,Ydw | B,g,i,r,u,V",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2006br,SN2006br,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006br_raw.txt,partial,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.024573,0.024773,13:30:01.800,+13:24:56.81,Ia,corez_zobs,0.0,0.0,,,,,53850.19098547856,0.7225569263510022,,,1.0100694473107514,0.0368732452192586,1.0625269894059568,0.0239696917774305,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,H,J,r,V,Y",,"B,g,i,H,J,r,V,Y | B,g,i,r,V","B,g,i,H,J,r,V,Y","B,g,i,H,J,r,V,Y",H3,st,,,,/private/tmp/snpy_fits_filtercheck/SN2006br_ebvmodel2.snpy,,,,too sparse / no useful data in required bands
SN2006cm,SN2006cm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006cm_raw.txt,partial,All weights for filter Bk are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,failed,All weights for filter Bk are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.016341,0.01637,21:20:17.460,-01:41:02.69,Ia,corez_zobs,53884.54890727562,0.2959296432200725,1.4742159257261738,0.0925966079604429,1.0013514027479686,0.0176156079917738,0.0,0.0,,,,,,0.0,53884.546875,,,,53886.0546875,,18.19908142089844,0.0166269540786743,,,16.81557846069336,0.0112750614061951,18.103623400335543,0.0954580205628936,,,16.793710478027812,0.0218679826655492,0.0,,,"Bk,Vk,ik,rk","Bk,Vk,ik,rk","Bk,Vk,ik,rk",,"Bk,Vk,ik,rk",H3,st,,,/private/tmp/snpy_fits_filtercheck/SN2006cm_maxmodel.snpy,,Bk,,rk,too sparse / no useful data in required bands
SN2006dd,SN2006dd,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006dd_raw.txt,partial,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.005867,0.005879,03:22:41.621,-37:12:13.00,Ia,corez_zobs,0.0,0.0,,,,,53925.53903919757,0.0003098503768814,5.462286494560086,0.0,1.2301013569294763,0.0111502556396836,-0.0947867007655426,0.0149508767025076,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,r,u,V,Y",,"B,g,i,r,u,V,Y | B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V,Y | B,g,i,r,u,V",H3,st,,,,/private/tmp/snpy_fits_filtercheck/SN2006dd_ebvmodel2.snpy,,,,too sparse / no useful data in required bands
SN2007mm,SN2007mm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2007mm_raw.txt,partial,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,failed,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.066354,0.06649,01:05:46.670,-00:45:31.79,Ia-86G,corez_zobs,54392.411262506765,0.1436564082113552,,,0.5117567826873437,0.0176031171050671,0.0,0.0,,,,,,0.0,54392.30859375,,54392.53515625,,54394.94140625,,20.06613540649414,0.0291664954274892,19.684423446655273,0.0196404121816158,19.227182388305664,0.0211070347577333,19.772838102866743,0.2932973036273936,19.555112675742265,0.1293107709130066,19.291599566629777,-0.064417178324109,0.0,,,"i,B,r,g,V","i,B,r,g,V","i,B,r,g,V",,"i,B,r,g,V",H3,st,,,/private/tmp/snpy_fits_filtercheck/SN2007mm_maxmodel.snpy,,B,g,r,too sparse / no useful data in required bands
SN2008J,SN2008J,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2008J_raw.txt,partial,All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.015863,0.016054,02:34:24.199,-10:50:38.51,Ia-CSM,corez_zobs,0.0,0.0,,,,,54496.25727134058,0.624382676414389,,,1.5342937501375646,0.0530310361238954,1.397051649424475,0.0828056056849959,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,H,J,r,u,V,Y",,"B,g,i,H,J,r,u,V,Y | B,g,i,r,u,V","B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y",H3,st,,,,/private/tmp/snpy_fits_filtercheck/SN2008J_ebvmodel2.snpy,,,,too sparse / no useful data in required bands
SN2008ae,SN2008ae,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2008ae_raw.txt,partial,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.02998,0.030062,09:56:03.199,+10:29:58.810,Ia-02cx,corez_zobs,0.0,0.0,,,,,54512.00920292369,0.3586207348471515,,,0.488528960998867,0.0225713078949547,0.4538319435545924,0.0498059095171145,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,H,J,r,u,V,Y,Ydw",,"B,g,i,H,J,r,u,V,Y,Ydw | B,g,i,r,u,V","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw",H3,st,,,,/private/tmp/snpy_fits_filtercheck/SN2008ae_ebvmodel2.snpy,,,,too sparse / no useful data in required bands
SN2008bd,SN2008bd,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2008bd_raw.txt,partial,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.030083,0.029861,10:18:23.321,-13:06:11.20,Ia-91bg,corez_zobs,0.0,0.0,,,,,54525.007658005256,1.1773989511725884,0.6351369770692977,0.0826989492896452,0.6802745890232023,0.0434714956266659,0.243801755178371,0.0510675682755774,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,H,J,r,V,Y,Ydw",,"B,g,i,H,J,r,V,Y,Ydw | B,g,i,r,V","B,g,i,r,V","B,g,i,H,J,r,V,Y,Ydw | B,g,i,r,V",H3,st,,,,/private/tmp/snpy_fits_filtercheck/SN2008bd_ebvmodel2.snpy,,,,too sparse / no useful data in required bands
SN2008ge,SN2008ge,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2008ge_raw.txt,failed,Error:  Covariance Matrix is singular.  Either two or more parameters are degenerate or the model has become insensitive to one or more parameters. | All weights for filter V are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,Error:  Covariance Matrix is singular.  Either two or more parameters are degenerate or the model has become insensitive to one or more parameters.,failed,All weights for filter V are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.004043,0.003835,04:08:24.679,-47:53:47.40,Ia-02cx,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"V,UVM2,UVW1,UVW2",,"V,UVM2,UVW1,UVW2",,"V,UVM2,UVW1,UVW2",H3,st,,,,,,,,too sparse / no useful data in required bands
